full_text,case_folding,tokens,normalized,stopword_removal,stemming
Assalamu alaikum Good morning,assalamu alaikum good morning,"['assalamu', 'alaikum', 'good', 'morning']","['assalamu', 'alaikum', 'good', 'morning']","['assalamu', 'alaikum', 'good', 'morning']","['assalamu', 'alaikum', 'good', 'morning']"
Indeks Altcoin melonjak Altcoin mengungguli Bitcoin siap profit besar Kamu hold Altcoin apa aja,indeks altcoin melonjak altcoin mengungguli bitcoin siap profit besar kamu hold altcoin apa aja,"['indeks', 'altcoin', 'melonjak', 'altcoin', 'mengungguli', 'bitcoin', 'siap', 'profit', 'besar', 'kamu', 'hold', 'altcoin', 'apa', 'aja']","['indeks', 'altcoin', 'melonjak', 'altcoin', 'mengungguli', 'bitcoin', 'siap', 'profit', 'besar', 'kamu', 'hold', 'altcoin', 'apa', 'saja']","['indeks', 'altcoin', 'melonjak', 'altcoin', 'mengungguli', 'bitcoin', 'profit', 'hold', 'altcoin']","['indeks', 'altcoin', 'lonjak', 'altcoin', 'unggul', 'bitcoin', 'profit', 'hold', 'altcoin']"
Hot News Robert Kiyosaki dari Rich Dad Poor Dad prediksi Bitcoin bisa jadi anjlok ke K,hot news robert kiyosaki dari rich dad poor dad prediksi bitcoin bisa jadi anjlok ke k,"['hot', 'news', 'robert', 'kiyosaki', 'dari', 'rich', 'dad', 'poor', 'dad', 'prediksi', 'bitcoin', 'bisa', 'jadi', 'anjlok', 'ke', 'k']","['hot', 'news', 'robert', 'kiyosaki', 'dari', 'rich', 'dad', 'poor', 'dad', 'prediksi', 'bitcoin', 'bisa', 'jadi', 'anjlok', 'ke', 'ke']","['hot', 'news', 'robert', 'kiyosaki', 'rich', 'dad', 'poor', 'dad', 'prediksi', 'bitcoin', 'anjlok']","['hot', 'news', 'robert', 'kiyosaki', 'rich', 'dad', 'poor', 'dad', 'prediksi', 'bitcoin', 'anjlok']"
Burnout Aku rasa aku dah jumpa punca manusia burnout Atuk nenek moyang kita kerja for gold Kita kerja for paper money In terms of Gold standard Bitcoin standard Xrp standard Setiap hari kerja tapi for less amount of gold etc Tiap hari kerja tapi semakin tak ada duit,burnout aku rasa aku dah jumpa punca manusia burnout atuk nenek moyang kita kerja for gold kita kerja for paper money in terms of gold standard bitcoin standard xrp standard setiap hari kerja tapi for less amount of gold etc tiap hari kerja tapi semakin tak ada duit,"['burnout', 'aku', 'rasa', 'aku', 'dah', 'jumpa', 'punca', 'manusia', 'burnout', 'atuk', 'nenek', 'moyang', 'kita', 'kerja', 'for', 'gold', 'kita', 'kerja', 'for', 'paper', 'money', 'in', 'terms', 'of', 'gold', 'standard', 'bitcoin', 'standard', 'xrp', 'standard', 'setiap', 'hari', 'kerja', 'tapi', 'for', 'less', 'amount', 'of', 'gold', 'etc', 'tiap', 'hari', 'kerja', 'tapi', 'semakin', 'tak', 'ada', 'duit']","['burnout', 'aku', 'rasa', 'aku', 'sudah', 'jumpa', 'punca', 'manusia', 'burnout', 'atuk', 'nenek', 'moyang', 'kita', 'kerja', 'for', 'gold', 'kita', 'kerja', 'for', 'paper', 'money', 'ini', 'terms', 'of', 'gold', 'standard', 'bitcoin', 'standard', 'xrp', 'standard', 'setiap', 'hari', 'kerja', 'tapi', 'for', 'less', 'amount', 'of', 'gold', 'etc', 'tiap', 'hari', 'kerja', 'tapi', 'semakin', 'tak', 'ada', 'duit']","['burnout', 'jumpa', 'punca', 'manusia', 'burnout', 'atuk', 'nenek', 'moyang', 'kerja', 'gold', 'kerja', 'paper', 'money', 'terms', 'gold', 'standard', 'bitcoin', 'standard', 'xrp', 'standard', 'kerja', 'less', 'amount', 'gold', 'etc', 'kerja', 'duit']","['burnout', 'jumpa', 'punca', 'manusia', 'burnout', 'atuk', 'nenek', 'moyang', 'kerja', 'gold', 'kerja', 'paper', 'money', 'terms', 'gold', 'standard', 'bitcoin', 'standard', 'xrp', 'standard', 'kerja', 'less', 'amount', 'gold', 'etc', 'kerja', 'duit']"
tukisherekea bitcoin kufika k nitoe zawadi ya k tsh kwa watu au k kwa watu,tukisherekea bitcoin kufika k nitoe zawadi ya k tsh kwa watu au k kwa watu,"['tukisherekea', 'bitcoin', 'kufika', 'k', 'nitoe', 'zawadi', 'ya', 'k', 'tsh', 'kwa', 'watu', 'au', 'k', 'kwa', 'watu']","['tukisherekea', 'bitcoin', 'kufika', 'ke', 'nitoe', 'zawadi', 'ya', 'ke', 'tsh', 'kwa', 'watu', 'au', 'ke', 'kwa', 'watu']","['tukisherekea', 'bitcoin', 'kufika', 'nitoe', 'zawadi', 'ya', 'tsh', 'kwa', 'watu', 'au', 'kwa', 'watu']","['tukisherekea', 'bitcoin', 'kufika', 'nitoe', 'zawadi', 'ya', 'tsh', 'kwa', 'watu', 'au', 'kwa', 'watu']"
Bitcoin BTC Cardano ADA,bitcoin btc cardano ada,"['bitcoin', 'btc', 'cardano', 'ada']","['bitcoin', 'btc', 'cardano', 'ada']","['bitcoin', 'btc', 'cardano']","['bitcoin', 'btc', 'cardano']"
Boss uliekelea Arsenal kichwa Mmeshida si ukujie kiatu yako na ya Mamaaz hapa TSneakerz kwa bei nafuu Pay on Delivery for Nairobi others before Dispatch Call WhatsApp Airmax Sizes Ksh Delivery Countrywide Bitcoin South Korea Joho,boss uliekelea arsenal kichwa mmeshida si ukujie kiatu yako na ya mamaaz hapa tsneakerz kwa bei nafuu pay on delivery for nairobi others before dispatch call whatsapp airmax sizes ksh delivery countrywide bitcoin south korea joho,"['boss', 'uliekelea', 'arsenal', 'kichwa', 'mmeshida', 'si', 'ukujie', 'kiatu', 'yako', 'na', 'ya', 'mamaaz', 'hapa', 'tsneakerz', 'kwa', 'bei', 'nafuu', 'pay', 'on', 'delivery', 'for', 'nairobi', 'others', 'before', 'dispatch', 'call', 'whatsapp', 'airmax', 'sizes', 'ksh', 'delivery', 'countrywide', 'bitcoin', 'south', 'korea', 'joho']","['bos', 'uliekelea', 'arsenal', 'kichwa', 'mmeshida', 'sih', 'ukujie', 'kiatu', 'yako', 'nya', 'ya', 'mamaaz', 'hapa', 'tsneakerz', 'kwa', 'bei', 'nafuu', 'pay', 'on', 'delivery', 'for', 'nairobi', 'others', 'before', 'dispatch', 'call', 'whatsapp', 'airmax', 'sizes', 'kasih', 'delivery', 'countrywide', 'bitcoin', 'south', 'korea', 'joho']","['bos', 'uliekelea', 'arsenal', 'kichwa', 'mmeshida', 'sih', 'ukujie', 'kiatu', 'yako', 'nya', 'ya', 'mamaaz', 'hapa', 'tsneakerz', 'kwa', 'bei', 'nafuu', 'pay', 'delivery', 'nairobi', 'others', 'dispatch', 'call', 'whatsapp', 'airmax', 'sizes', 'kasih', 'delivery', 'countrywide', 'bitcoin', 'south', 'korea', 'joho']","['bos', 'uliekelea', 'arsenal', 'kichwa', 'mmeshida', 'sih', 'ukujie', 'kiatu', 'yako', 'nya', 'ya', 'mamaaz', 'hapa', 'tsneakerz', 'kwa', 'bei', 'nafuu', 'pay', 'delivery', 'nairobi', 'others', 'dispatch', 'call', 'whatsapp', 'airmax', 'sizes', 'kasih', 'delivery', 'countrywide', 'bitcoin', 'south', 'korea', 'joho']"
Menyaksikan sejarah terbesar abad ini k,menyaksikan sejarah terbesar abad ini k,"['menyaksikan', 'sejarah', 'terbesar', 'abad', 'ini', 'k']","['menyaksikan', 'sejarah', 'terbesar', 'abad', 'ini', 'ke']","['menyaksikan', 'sejarah', 'terbesar', 'abad']","['saksi', 'sejarah', 'besar', 'abad']"
Bitcoin kalo terlalu berhasil pasti bakalan dilarang pemerintah bro Putin Ga ada yang bisa larang cuy,bitcoin kalo terlalu berhasil pasti bakalan dilarang pemerintah bro putin ga ada yang bisa larang cuy,"['bitcoin', 'kalo', 'terlalu', 'berhasil', 'pasti', 'bakalan', 'dilarang', 'pemerintah', 'bro', 'putin', 'ga', 'ada', 'yang', 'bisa', 'larang', 'cuy']","['bitcoin', 'kalau', 'terlalu', 'berhasil', 'pasti', 'bakalan', 'dilarang', 'pemerintah', 'bro', 'putin', 'enggak', 'ada', 'yang', 'bisa', 'larang', 'cuy']","['bitcoin', 'berhasil', 'dilarang', 'pemerintah', 'bro', 'putin', 'larang', 'cuy']","['bitcoin', 'hasil', 'larang', 'perintah', 'bro', 'putin', 'larang', 'cuy']"
Russia was provoked,russia was provoked,"['russia', 'was', 'provoked']","['russia', 'was', 'provoked']","['russia', 'provoked']","['russia', 'provoked']"
lynk x the answer is digital gold BITCOIN QmLC BFDvtLRD Qy iJnLrtAN J d wchiC LWpump,lynk x the answer is digital gold bitcoin qmlc bfdvtlrd qy ijnlrtan j d wchic lwpump,"['lynk', 'x', 'the', 'answer', 'is', 'digital', 'gold', 'bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'j', 'd', 'wchic', 'lwpump']","['lynk', 'kali', 'the', 'answer', 'is', 'digital', 'gold', 'bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'saja', 'di', 'wchic', 'lwpump']","['lynk', 'kali', 'answer', 'digital', 'gold', 'bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']","['lynk', 'kali', 'answer', 'digital', 'gold', 'bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']"
tunasubiri bitcoin ifike k au mnalala,tunasubiri bitcoin ifike k au mnalala,"['tunasubiri', 'bitcoin', 'ifike', 'k', 'au', 'mnalala']","['tunasubiri', 'bitcoin', 'ifike', 'ke', 'au', 'mnalala']","['tunasubiri', 'bitcoin', 'ifike', 'au', 'mnalala']","['tunasubiri', 'bitcoin', 'ifike', 'au', 'mnalala']"
Akwai yiwuwar farashin yakai k zuwa cikin dare ko da sassafe Idan komi ya tafi dai dai,akwai yiwuwar farashin yakai k zuwa cikin dare ko da sassafe idan komi ya tafi dai dai,"['akwai', 'yiwuwar', 'farashin', 'yakai', 'k', 'zuwa', 'cikin', 'dare', 'ko', 'da', 'sassafe', 'idan', 'komi', 'ya', 'tafi', 'dai', 'dai']","['akwai', 'yiwuwar', 'farashin', 'yakai', 'ke', 'zuwa', 'cikin', 'dare', 'kok', 'dah', 'sassafe', 'idan', 'komi', 'ya', 'tafi', 'dai', 'dai']","['akwai', 'yiwuwar', 'farashin', 'yakai', 'zuwa', 'cikin', 'dare', 'dah', 'sassafe', 'idan', 'komi', 'ya', 'tafi', 'dai', 'dai']","['akwai', 'yiwuwar', 'farashin', 'yakai', 'zuwa', 'cikin', 'dare', 'dah', 'sassafe', 'idan', 'kom', 'ya', 'taf', 'dai', 'dai']"
BTC F test test cc MarketWebs,btc f test test cc marketwebs,"['btc', 'f', 'test', 'test', 'cc', 'marketwebs']","['btc', 'f', 'test', 'test', 'cc', 'marketwebs']","['btc', 'f', 'test', 'test', 'cc', 'marketwebs']","['btc', 'f', 'test', 'test', 'cc', 'marketwebs']"
in Bewegung,in bewegung,"['in', 'bewegung']","['ini', 'bewegung']",['bewegung'],['bewegung']
Farashin Bitcoin yakai dala dubu k,farashin bitcoin yakai dala dubu k,"['farashin', 'bitcoin', 'yakai', 'dala', 'dubu', 'k']","['farashin', 'bitcoin', 'yakai', 'dala', 'dubu', 'ke']","['farashin', 'bitcoin', 'yakai', 'dala', 'dubu']","['farashin', 'bitcoin', 'yakai', 'dala', 'dubu']"
BITCOIN MC k Ca QmLC BFDvtLRD Qy iJnLrtAN J d wchiC LWpump Dexs,bitcoin mc k ca qmlc bfdvtlrd qy ijnlrtan j d wchic lwpump dexs,"['bitcoin', 'mc', 'k', 'ca', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'j', 'd', 'wchic', 'lwpump', 'dexs']","['bitcoin', 'mc', 'ke', 'ca', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'saja', 'di', 'wchic', 'lwpump', 'dexs']","['bitcoin', 'mc', 'ca', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump', 'dexs']","['bitcoin', 'mc', 'ca', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump', 'dexs']"
BITCOIN QmLC BFDvtLRD Qy iJnLrtAN J d wchiC LWpump,bitcoin qmlc bfdvtlrd qy ijnlrtan j d wchic lwpump,"['bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'j', 'd', 'wchic', 'lwpump']","['bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'saja', 'di', 'wchic', 'lwpump']","['bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']","['bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']"
FAT BERA THESIS RealHPOS I,fat bera thesis realhpos i,"['fat', 'bera', 'thesis', 'realhpos', 'i']","['fat', 'bera', 'thesis', 'realhpos', 'i']","['fat', 'bera', 'thesis', 'realhpos']","['fat', 'bera', 'thesis', 'realhpos']"
Lisan al Gaib Pookarune,lisan al gaib pookarune,"['lisan', 'al', 'gaib', 'pookarune']","['lisan', 'al', 'gaib', 'pookarune']","['lisan', 'al', 'gaib', 'pookarune']","['lisan', 'al', 'gaib', 'pookarune']"
Chart mn micro Bitcoin Short a haut du range H plat kj H TP a plat kj H Merci a b fx cypressat,chart mn micro bitcoin short a haut du range h plat kj h tp a plat kj h merci a b fx cypressat,"['chart', 'mn', 'micro', 'bitcoin', 'short', 'a', 'haut', 'du', 'range', 'h', 'plat', 'kj', 'h', 'tp', 'a', 'plat', 'kj', 'h', 'merci', 'a', 'b', 'fx', 'cypressat']","['chart', 'mana', 'micro', 'bitcoin', 'short', 'a', 'haut', 'du', 'range', 'h', 'plat', 'kj', 'h', 'tapi', 'a', 'plat', 'kj', 'h', 'merci', 'a', 'b', 'fx', 'cypressat']","['chart', 'micro', 'bitcoin', 'short', 'haut', 'du', 'range', 'h', 'plat', 'kj', 'h', 'plat', 'kj', 'h', 'merci', 'b', 'fx', 'cypressat']","['chart', 'micro', 'bitcoin', 'short', 'haut', 'du', 'range', 'h', 'plat', 'kj', 'h', 'plat', 'kj', 'h', 'merci', 'b', 'fx', 'cypressat']"
Amerika Serikat katanyaa mau bikin Strategic Bitcoin Reserve kan tuh Personal Bitcoin Reserve kalian sendiri gimana Lebih baik punya dikit drpd ga sama skali Siapa tau kan,amerika serikat katanyaa mau bikin strategic bitcoin reserve kan tuh personal bitcoin reserve kalian sendiri gimana lebih baik punya dikit drpd ga sama skali siapa tau kan,"['amerika', 'serikat', 'katanyaa', 'mau', 'bikin', 'strategic', 'bitcoin', 'reserve', 'kan', 'tuh', 'personal', 'bitcoin', 'reserve', 'kalian', 'sendiri', 'gimana', 'lebih', 'baik', 'punya', 'dikit', 'drpd', 'ga', 'sama', 'skali', 'siapa', 'tau', 'kan']","['amerika', 'serikat', 'katanya', 'mau', 'bikin', 'strategic', 'bitcoin', 'reserve', 'kan', 'tuh', 'personal', 'bitcoin', 'reserve', 'kalian', 'sendiri', 'bagaimana', 'lebih', 'baik', 'punya', 'dikit', 'daripada', 'enggak', 'sama', 'sekali', 'siapa', 'tau', 'kan']","['amerika', 'serikat', 'bikin', 'strategic', 'bitcoin', 'reserve', 'tuh', 'personal', 'bitcoin', 'reserve', 'dikit', 'tau']","['amerika', 'serikat', 'bikin', 'strategic', 'bitcoin', 'reserve', 'tuh', 'personal', 'bitcoin', 'reserve', 'dikit', 'tau']"
Bitcoin turun sampe k kemarin di Korea Selatan Ada apa sih,bitcoin turun sampe k kemarin di korea selatan ada apa sih,"['bitcoin', 'turun', 'sampe', 'k', 'kemarin', 'di', 'korea', 'selatan', 'ada', 'apa', 'sih']","['bitcoin', 'turun', 'sampai', 'ke', 'kemarin', 'di', 'korea', 'selatan', 'ada', 'apa', 'sih']","['bitcoin', 'turun', 'kemarin', 'korea', 'selatan', 'sih']","['bitcoin', 'turun', 'kemarin', 'korea', 'selatan', 'sih']"
Konteks buat yang belum tau Januari Herta vs perokok Feb Si paling ori set up backgroundnya Mar Femboy aslinya cewek April Kelas Timo ngapain sekolah kalo bisa dapat uang lewat bitcoin Mei Drama player HOK vs pacar nya Juni anak esempe dibully karena menyebutkan ayam KFC,konteks buat yang belum tau januari herta vs perokok feb si paling ori set up backgroundnya mar femboy aslinya cewek april kelas timo ngapain sekolah kalo bisa dapat uang lewat bitcoin mei drama player hok vs pacar nya juni anak esempe dibully karena menyebutkan ayam kfc,"['konteks', 'buat', 'yang', 'belum', 'tau', 'januari', 'herta', 'vs', 'perokok', 'feb', 'si', 'paling', 'ori', 'set', 'up', 'backgroundnya', 'mar', 'femboy', 'aslinya', 'cewek', 'april', 'kelas', 'timo', 'ngapain', 'sekolah', 'kalo', 'bisa', 'dapat', 'uang', 'lewat', 'bitcoin', 'mei', 'drama', 'player', 'hok', 'vs', 'pacar', 'nya', 'juni', 'anak', 'esempe', 'dibully', 'karena', 'menyebutkan', 'ayam', 'kfc']","['konteks', 'buat', 'yang', 'belum', 'tau', 'januari', 'herta', 'vs', 'perokok', 'februari', 'sih', 'paling', 'orisinal', 'set', 'up', 'backgroundnya', 'mar', 'femboy', 'aslinya', 'cewek', 'april', 'kelas', 'timo', 'mengapai', 'sekolah', 'kalau', 'bisa', 'dapat', 'uang', 'lewat', 'bitcoin', 'mei', 'drama', 'player', 'hok', 'vs', 'pacar', 'nya', 'juni', 'anak', 'esempe', 'dibully', 'karena', 'menyebutkan', 'ayam', 'kfc']","['konteks', 'tau', 'januari', 'herta', 'vs', 'perokok', 'februari', 'sih', 'orisinal', 'set', 'backgroundnya', 'mar', 'femboy', 'aslinya', 'cewek', 'april', 'kelas', 'timo', 'mengapai', 'sekolah', 'uang', 'bitcoin', 'mei', 'drama', 'player', 'hok', 'vs', 'pacar', 'nya', 'juni', 'anak', 'esempe', 'dibully', 'ayam', 'kfc']","['konteks', 'tau', 'januari', 'herta', 'vs', 'okok', 'februari', 'sih', 'orisinal', 'set', 'backgroundnya', 'mar', 'femboy', 'asli', 'cewek', 'april', 'kelas', 'timo', 'kapai', 'sekolah', 'uang', 'bitcoin', 'mei', 'drama', 'player', 'hok', 'vs', 'pacar', 'nya', 'juni', 'anak', 'esempe', 'dibully', 'ayam', 'kfc']"
ADA YANG PUNYA BITCOIN NIH Ternyata dia pakai strategi ini guys,ada yang punya bitcoin nih ternyata dia pakai strategi ini guys,"['ada', 'yang', 'punya', 'bitcoin', 'nih', 'ternyata', 'dia', 'pakai', 'strategi', 'ini', 'guys']","['ada', 'yang', 'punya', 'bitcoin', 'nih', 'ternyata', 'dia', 'pakai', 'strategi', 'ini', 'guys']","['bitcoin', 'nih', 'pakai', 'strategi', 'guys']","['bitcoin', 'nih', 'pakai', 'strategi', 'guys']"
itu ibarat bajaj Belok sesukanya Dan bisa kapan saja Tjepot,itu ibarat bajaj belok sesukanya dan bisa kapan saja tjepot,"['itu', 'ibarat', 'bajaj', 'belok', 'sesukanya', 'dan', 'bisa', 'kapan', 'saja', 'tjepot']","['itu', 'ibarat', 'bajaj', 'belok', 'sesukanya', 'dan', 'bisa', 'kapan', 'saja', 'tjepot']","['bajaj', 'belok', 'sesukanya', 'tjepot']","['bajaj', 'belok', 'suka', 'tjepot']"
Putin Nakamoto,putin nakamoto,"['putin', 'nakamoto']","['putin', 'nakamoto']","['putin', 'nakamoto']","['putin', 'nakamoto']"
GM GOOSE GANG IYKYK Keep HONKN,gm goose gang iykyk keep honkn,"['gm', 'goose', 'gang', 'iykyk', 'keep', 'honkn']","['gm', 'goose', 'gang', 'iykyk', 'keep', 'honkn']","['gm', 'goose', 'gang', 'iykyk', 'keep', 'honkn']","['gm', 'goose', 'gang', 'iykyk', 'keep', 'honkn']"
Presentasi Michael saylor untuk para pemegang saham Microsoft mengenai Strategi Bitcoin untuk mereka menit slides Gimana menurut kalian,presentasi michael saylor untuk para pemegang saham microsoft mengenai strategi bitcoin untuk mereka menit slides gimana menurut kalian,"['presentasi', 'michael', 'saylor', 'untuk', 'para', 'pemegang', 'saham', 'microsoft', 'mengenai', 'strategi', 'bitcoin', 'untuk', 'mereka', 'menit', 'slides', 'gimana', 'menurut', 'kalian']","['presentasi', 'michael', 'saylor', 'untuk', 'para', 'pemegang', 'saham', 'microsoft', 'mengenai', 'strategi', 'bitcoin', 'untuk', 'mereka', 'menit', 'slides', 'bagaimana', 'menurut', 'kalian']","['presentasi', 'michael', 'saylor', 'pemegang', 'saham', 'microsoft', 'strategi', 'bitcoin', 'menit', 'slides']","['presentasi', 'michael', 'saylor', 'pegang', 'saham', 'microsoft', 'strategi', 'bitcoin', 'menit', 'slides']"
A watan November kawai an samu shigowar kudi a ETF sama da dala bilyan B wanda farashin BTC ya karu da kaso kuma farashin sa yakai am a da dala dubu k,a watan november kawai an samu shigowar kudi a etf sama da dala bilyan b wanda farashin btc ya karu da kaso kuma farashin sa yakai am a da dala dubu k,"['a', 'watan', 'november', 'kawai', 'an', 'samu', 'shigowar', 'kudi', 'a', 'etf', 'sama', 'da', 'dala', 'bilyan', 'b', 'wanda', 'farashin', 'btc', 'ya', 'karu', 'da', 'kaso', 'kuma', 'farashin', 'sa', 'yakai', 'am', 'a', 'da', 'dala', 'dubu', 'k']","['a', 'watan', 'november', 'kawai', 'an', 'samu', 'shigowar', 'kudi', 'a', 'etf', 'sama', 'dah', 'dala', 'bilyan', 'b', 'wanda', 'farashin', 'btc', 'ya', 'karu', 'dah', 'kaso', 'kuma', 'farashin', 'sa', 'yakai', 'sama', 'a', 'dah', 'dala', 'dubu', 'ke']","['watan', 'november', 'kawai', 'samu', 'shigowar', 'kudi', 'etf', 'dah', 'dala', 'bilyan', 'b', 'wanda', 'farashin', 'btc', 'ya', 'karu', 'dah', 'kaso', 'kuma', 'farashin', 'sa', 'yakai', 'dah', 'dala', 'dubu']","['watan', 'november', 'kawai', 'samu', 'shigowar', 'kudi', 'etf', 'dah', 'dala', 'bilyan', 'b', 'wanda', 'farashin', 'btc', 'ya', 'karu', 'dah', 'kaso', 'kuma', 'farashin', 'sa', 'yakai', 'dah', 'dala', 'dubu']"
gm bitcoin gang,gm bitcoin gang,"['gm', 'bitcoin', 'gang']","['gm', 'bitcoin', 'gang']","['gm', 'bitcoin', 'gang']","['gm', 'bitcoin', 'gang']"
Yang khawatir coba lihat ini DXY nya udah bullrun kan Ntar lagi minyak bullrun DXY tambah naik ke Lalu apa yang terjadi Harga rumah naik dong kenapa Karena Inflasi bullrun juga Ini baru DXY naik minyak belum Tgl nanti mulai akibat Opec naik Bitcoin,yang khawatir coba lihat ini dxy nya udah bullrun kan ntar lagi minyak bullrun dxy tambah naik ke lalu apa yang terjadi harga rumah naik dong kenapa karena inflasi bullrun juga ini baru dxy naik minyak belum tgl nanti mulai akibat opec naik bitcoin,"['yang', 'khawatir', 'coba', 'lihat', 'ini', 'dxy', 'nya', 'udah', 'bullrun', 'kan', 'ntar', 'lagi', 'minyak', 'bullrun', 'dxy', 'tambah', 'naik', 'ke', 'lalu', 'apa', 'yang', 'terjadi', 'harga', 'rumah', 'naik', 'dong', 'kenapa', 'karena', 'inflasi', 'bullrun', 'juga', 'ini', 'baru', 'dxy', 'naik', 'minyak', 'belum', 'tgl', 'nanti', 'mulai', 'akibat', 'opec', 'naik', 'bitcoin']","['yang', 'khawatir', 'coba', 'lihat', 'ini', 'dxy', 'nya', 'sudah', 'bullrun', 'kan', 'entar', 'lagi', 'minyak', 'bullrun', 'dxy', 'tambah', 'naik', 'ke', 'lalu', 'apa', 'yang', 'terjadi', 'harga', 'rumah', 'naik', 'dong', 'kenapa', 'karena', 'inflasi', 'bullrun', 'juga', 'ini', 'baru', 'dxy', 'naik', 'minyak', 'belum', 'tanggal', 'nanti', 'mulai', 'akibat', 'opec', 'naik', 'bitcoin']","['khawatir', 'coba', 'lihat', 'dxy', 'nya', 'bullrun', 'entar', 'minyak', 'bullrun', 'dxy', 'harga', 'rumah', 'inflasi', 'bullrun', 'dxy', 'minyak', 'tanggal', 'akibat', 'opec', 'bitcoin']","['khawatir', 'coba', 'lihat', 'dxy', 'nya', 'bullrun', 'entar', 'minyak', 'bullrun', 'dxy', 'harga', 'rumah', 'inflasi', 'bullrun', 'dxy', 'minyak', 'tanggal', 'akibat', 'opec', 'bitcoin']"
XRP Malam itu di awal di sebuah ruangan kecil di San Francisco Jed McCaleb menatap layar komputer dengan pikiran yang besae Sebagai seorang pelopor di dunia blockchain yang sebelumnya menciptakan Mt Gox ia tahu kalau Bitcoin sebagus apapun bukanlah jawaban untuk,xrp malam itu di awal di sebuah ruangan kecil di san francisco jed mccaleb menatap layar komputer dengan pikiran yang besae sebagai seorang pelopor di dunia blockchain yang sebelumnya menciptakan mt gox ia tahu kalau bitcoin sebagus apapun bukanlah jawaban untuk,"['xrp', 'malam', 'itu', 'di', 'awal', 'di', 'sebuah', 'ruangan', 'kecil', 'di', 'san', 'francisco', 'jed', 'mccaleb', 'menatap', 'layar', 'komputer', 'dengan', 'pikiran', 'yang', 'besae', 'sebagai', 'seorang', 'pelopor', 'di', 'dunia', 'blockchain', 'yang', 'sebelumnya', 'menciptakan', 'mt', 'gox', 'ia', 'tahu', 'kalau', 'bitcoin', 'sebagus', 'apapun', 'bukanlah', 'jawaban', 'untuk']","['xrp', 'malam', 'itu', 'di', 'awal', 'di', 'sebuah', 'ruangan', 'kecil', 'di', 'san', 'francisco', 'jed', 'mccaleb', 'menatap', 'layar', 'komputer', 'dengan', 'pikiran', 'yang', 'besae', 'sebagai', 'seorang', 'pelopor', 'di', 'dunia', 'blockchain', 'yang', 'sebelumnya', 'menciptakan', 'mt', 'gox', 'ia', 'tahu', 'kalau', 'bitcoin', 'sebagus', 'apapun', 'bukanlah', 'jawaban', 'untuk']","['xrp', 'malam', 'ruangan', 'san', 'francisco', 'jed', 'mccaleb', 'menatap', 'layar', 'komputer', 'pikiran', 'besae', 'pelopor', 'dunia', 'blockchain', 'menciptakan', 'mt', 'gox', 'bitcoin', 'sebagus', 'apapun']","['xrp', 'malam', 'ruang', 'san', 'francisco', 'jed', 'mccaleb', 'tatap', 'layar', 'komputer', 'pikir', 'besae', 'pelopor', 'dunia', 'blockchain', 'cipta', 'mt', 'gox', 'bitcoin', 'bagus', 'apa']"
