stemming,inset,nilai_inset,matched_words
"['insha', 'allah', 'yau', 'dah', 'misalin', 'karfe', 'nya', 'dare', 'ya', 'tattauna', 'mahangar', 'crypto', 'bayan', 'ya', 'kai', 'dala', 'dubu', 'wan', 'nan', 'zai', 'zaman', 'ci', 'gaban', 'nya', 'ranar', 'alhamis', 'dah', 'mukayi', 'retweet', 'akwai', 'karin', 'oganni', 'kamar', 'su', 'abba', 'kakaa', 'imamabdulrash', 'musty', 'mufc', 'dah', 'dai']",negative,-1,"allah(5.0), dah(-3.0), ya(4.0), ya(4.0), wan(-4.0), dah(-3.0), karin(-2.0), dah(-3.0)"
"['ronnie', 'rusli', 'ya', 'thok', 'tak', 'henti']",negative,-1,"ya(4.0), henti(-4.0)"
"['us', 'treasury', 'aku', 'bitcoin', 'gold']",positive,1,aku(2.0)
"['bitcoin', 'teddy', 'bruh']",negative,-1,
"['kaspa', 'hypeman', 'kaspa', 'vs', 'bitcoin', 'bps', 'vs', 'block', 'ten', 'minutes']",negative,-1,block(-4.0)
"['gobe', 'insha', 'allah', 'zamu', 'cigaban', 'tattaunar', 'mu', 'ta', 'ranar', 'alhamis', 'dah', 'muka', 'fara', 'zai', 'iya', 'faruwa', 'crypto', 'bayan', 'yakai', 'retweet']",negative,-1,"allah(5.0), ta(-3.0), dah(-3.0)"
"['shmoonft', 'euh', 'bok', 'bok', 'shmoonft', 'chicken', 'eth', 'pepe', 'doge', 'btc']",negative,-1,
"['nya', 'open', 'voice', 'call', 'tau', 'pengin', 'ketik', 'takut', 'tidur', 'voice', 'call', 'nya', 'gue', 'prediksi', 'altseason', 'ulang', 'kali', 'bilang', 'altseason', 'bitcoin', 'btc']",negative,-1,"open(-3.0), tau(-4.0), takut(1.0), tidur(3.0), prediksi(3.0)"
"['favori', 'depin', 'peaq', 'favori', 'ai', 'deai', 'favori', 'layer', 'sui', 'favori', 'layer', 'zk', 'favori', 'rwa', 'ondo', 'favori', 'memecoin', 'floki', 'favori', 'layer', 'zro', 'favori', 'eth', 'ekosistem', 'eigen', 'favori', 'asya', 'coini', 'ckb', 'favori', 'bitcoin', 'ekosistem', 'bb', 'sizde', 'favorilerinizi', 'yazabilirsiniz']",negative,-1,
"['moontok', 'xpress', 'bitcoin', 'btc', 'btc', 'ribu', 'yxpx', 'zqmmsmuupxoksgds', 'lzauhsuz', 'liq', 'mc', 'bitcoinonxrp', 'moontokofficial']",negative,-1,
"['selagi', 'wang', 'fiat', 'cetak', 'selagi', 'harga', 'bitcoin', 'gerak', 'kitar', 'bull', 'bear', 'market']",negative,-1,"selagi(-2.0), selagi(-2.0), harga(3.0)"
"['talonaru', 'muluk', 'ragu', 'teman', 'bilang', 'bitcoin', 'haram', 'akad', 'takut', 'berkah']",positive,1,"ragu(-3.0), takut(1.0), berkah(4.0)"
"['xion', 'mulung', 'kali', 'mulung', 'airdrop', 'fiamma', 'funding', 'juta', 'gratis', 'gasken', 'hubung', 'wallet', 'hubung', 'twitter', 'code', 'pmp', 'coba', 'klik', 'join', 'menu', 'connect', 'btc', 'hubung', 'wallet', 'bitcoin', 'wallet', 'bitcoin']",positive,1,"juta(2.0), gratis(4.0), hubung(1.0), hubung(1.0), coba(2.0), join(1.0), hubung(1.0)"
"['chef', 'chitra', 'bicara', 'investasi', 'kripto', 'bitcoin']",negative,-1,
"['orang', 'ajar', 'bitcoin', 'ajar', 'blockchain', 'coding', 'ajar', 'sejarah', 'uang', 'mata', 'uang', 'cipta', 'sejarah', 'industri', 'perban', 'ubah', 'peta', 'geopolitik', 'world', 'order', 'capital', 'market', 'works', 'sok']",negative,-1,"ajar(1.0), ajar(1.0), ajar(1.0), mata(-2.0), perban(-3.0)"
"['bitcoin', 'rame', 'dibicarain', 'orang', 'pengin', 'bitcoin', 'pasti', 'info', 'reliable', 'source', 'teman', 'bitcoin', 'habis', 'sekian', 'jam', 'ajar', 'bitcoin', 'lewat', 'sempat', 'emas', 'ajar']",positive,1,"rame(2.0), pasti(3.0), info(-3.0), habis(3.0), ajar(1.0), lewat(2.0), ajar(1.0)"
"['bitcoin', 'itakuwepo', 'mwaka', 'wote', 'tutakufa', 'watoto', 'wetu', 'watakufa', 'wajukuu', 'wetu', 'watakufa', 'vitukuu', 'wetu', 'watakufa', 'uzao', 'wetu', 'had', 'kizazi', 'cha', 'watakufa', 'ila', 'bitcoin', 'itaishi', 'milele']",negative,-1,
"['btc', 'fiat']",negative,-1,
"['qffloungebaby', 'bruh', 'dog']",negative,-1,
['legends'],negative,-1,
"['toot', 'gayi', 'hn', 'ya', 'allah', 'jaanta', 'mra', 'haal', 'hai', 'bm']",positive,1,"ya(4.0), allah(5.0), hai(3.0)"
"['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']",negative,-1,die(-4.0)
"['skenario', 'hijau', 'efek', 'nfp', 'lemah', 'yen', 'spekulasi', 'ctfc', 'jpy', 'yen', 'lemah', 'atas', 'opening', 'selow', 'data', 'bitcoin', 'fomo', 'retail', 'body', 'candle', 'hilang', 'sisa', 'wick', 'selow', 'candle']",positive,1,"hijau(3.0), efek(3.0), lemah(5.0), lemah(5.0), atas(-4.0), data(-3.0), hilang(3.0), sisa(-4.0)"
"['toss', 'bitcoin', 'sungguh', 'hodler', 'dollarnya', 'turun', 'fed', 'beli', 'dollarnya', 'rungkad', 'bag', 'hodler']",positive,1,"sungguh(4.0), turun(1.0), beli(2.0)"
"['moontok', 'xpress', 'old', 'bitcoin', 'baca', 'inxq', 'qsirpppwblbbvnjdtccxkzaiemdmourejrpump', 'liq', 'mc', 'oldbitcoincto', 'moontokofficial']",positive,1,baca(3.0)
"['ukisha', 'jua', 'value', 'yako', 'ata', 'bitcoin', 'iwezi', 'uskii']",negative,-1,
"['thebitcoindogs', 'wooho', 'dog']",negative,-1,
['hello'],positive,1,hello(2.0)
"['oh', 'eh', 'hello', 'degens']",positive,1,hello(2.0)
"['habis', 'kasi', 'ath', 'langsung', 'bikin', 'dag', 'dig', 'dug', 'bitcoin', 'turun', 'jantung', 'aman', 'ges']",positive,1,"habis(3.0), kasi(-3.0), langsung(3.0), turun(1.0)"
"['bitcoin', 'pecah', 'ramai', 'post', 'online', 'diorg', 'beli', 'hahaha', 'ajak', 'beli', 'panggil', 'orang', 'sohai', 'diorg', 'call', 'panggil', 'sohai', 'tan', 'boon', 'heong', 'old', 'fan', 'hope', 'hear', 'bitcoin', 'journey', 'one', 'day', 'ser']",positive,1,"ramai(3.0), beli(2.0), ajak(1.0), beli(2.0), panggil(-1.0), panggil(-1.0)"
"['gm', 'bitcoin', 'tembus', 'bodynya', 'hilang', 'sesuai', 'prediksi', 'jam', 'jaman', 'claim', 'data', 'minggu', 'edit', 'tanda', 'anggur', 'meeting', 'opec', 'tahan', 'potong', 'produksi', 'bareng', 'rrp', 'turun', 'dxy', 'rsi']",positive,1,"tembus(3.0), hilang(3.0), sesuai(3.0), prediksi(3.0), jaman(-2.0), claim(-3.0), data(-3.0), tanda(-2.0), anggur(-4.0), tahan(1.0), potong(-2.0), bareng(3.0), turun(1.0)"
"['investasi', 'bitcoin', 'beli', 'rumah', 'tanah', 'lokasi', 'strategis', 'harga', 'batas']",positive,1,"beli(2.0), rumah(3.0), harga(3.0), batas(-3.0)"
"['pesan', 'sederhana', 'forum', 'dunia', 'maya', 'guncang', 'landas', 'sistem', 'uang', 'global', 'kembang', 'sistem', 'uang', 'elektronik', 'nama', 'bitcoin', 'tulis', 'nama', 'samar', 'satoshi', 'nakamoto', 'kalimat', 'revolusi']",negative,-1,"pesan(2.0), sederhana(3.0), forum(2.0), dunia(1.0), guncang(-3.0), sistem(-4.0), kembang(3.0), sistem(-4.0), samar(-5.0), kalimat(-3.0)"
"['bitcoin', 'bitcoin', 'mata', 'uang', 'digital', 'cryptocurrency', 'dunia', 'cipta', 'kelompok', 'nama', 'samar', 'satoshi', 'nakamoto', 'bitcoin', 'jalan', 'teknologi', 'blockchain', 'sistem', 'desentralisasi', 'catat']",negative,-1,"mata(-2.0), dunia(1.0), kelompok(-5.0), samar(-5.0), sistem(-4.0)"
"['turun', 'altcoin', 'tahan', 'altcoin', 'tahan', 'ya', 'duit', 'alir', 'altcoin']",positive,1,"turun(1.0), tahan(1.0), tahan(1.0), ya(4.0)"
"['kowa', 'tambaya', 'yake', 'yafaru', 'dah', 'yayi', 'wan', 'nan', 'babbar', 'faduwar', 'karamin', 'lokaci', 'haka', 'nih', 'nafi', 'zargin', 'abunda', 'ya', 'faru', 'market', 'manipulation', 'saboda', 'abama', 'wasu', 'dama', 'lu', 'sayi', 'farashi', 'kasa', 'dah', 'dala', 'dubu', 'wan', 'nan', 'tunan', 'nane']",negative,-1,"dah(-3.0), wan(-4.0), ya(4.0), dah(-3.0), wan(-4.0)"
"['mesela', 'yani']",negative,-1,
"['dariusdale', 'dah', 'man']",negative,-1,"dah(-3.0), man(-1.0)"
"['face', 'hits', 'hzfkqu', 'kms', 'ldqtetvyh', 'fms', 'rav', 'psg', 'sgxbqlpump']",negative,-1,
"['tunggu', 'sekian', 'sekian', 'amount', 'nak', 'beli', 'bitcoin', 'time', 'si', 'late', 'cakap', 'beli', 'orang', 'cakap', 'pasal', 'bitcoin', 'best', 'consistent', 'rm', 'minggu', 'consistent', 'since', 'tweet', 'ubah', 'hidup', 'korang']",positive,1,"tunggu(1.0), beli(2.0), cakap(2.0), beli(2.0), cakap(2.0), pasal(-4.0), hidup(2.0)"
"['bitcoin', 'tembus', 'orang', 'urus', 'agus', 'mending', 'urus', 'hidup', 'sih']",positive,1,"tembus(3.0), mending(2.0), hidup(2.0)"
"['pegang', 'altcoin', 'biasa', 'altcoin', 'susul', 'harga', 'bitcoin', 'relatif', 'stabil', 'standar', 'harga', 'baru', 'beli']",positive,1,"pegang(-2.0), biasa(2.0), harga(3.0), stabil(3.0), standar(-2.0), harga(3.0), beli(2.0)"
"['prediksi', 'perintah', 'indonesia', 'beli', 'bitcoin', 'perintah', 'beli', 'bitcoin']",positive,1,"prediksi(3.0), beli(2.0), beli(2.0)"
"['bitcoin', 'hit', 'usd', 'okay', 'nih', 'patut', 'hold', 'jual', 'sikit', 'profit', 'ikut', 'nih', 'anyone', 'advicee']",positive,1,"okay(4.0), patut(2.0), jual(1.0), sikit(-3.0), profit(4.0), ikut(-3.0)"
"['pompom', 'bitcoin', 'cari', 'beli', 'tolol', 'teriak', 'bitcoin', 'harga', 'ribu', 'juta', 'beli', 'posisi', 'jual', 'greater', 'fool', 'theory']",negative,-1,"cari(-3.0), beli(2.0), tolol(-5.0), teriak(-2.0), harga(3.0), juta(2.0), beli(2.0), jual(1.0)"
"['pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe', 'pepe']",negative,-1,
"['bitcoin', 'following', 'kekec']",negative,-1,
"['insha', 'allah', 'ya', 'dah', 'misalin', 'karfe', 'nya', 'dare', 'zamu', 'tattauna', 'kasuwar', 'crypto', 'kak', 'iya', 'faruwa', 'bayan', 'farashin', 'yakai', 'dala', 'dubu', 'akwai', 'oganni', 'mu', 'kamar', 'su', 'al', 'ameenx', 'rainer', 'r', 'abba', 'kakaa', 'omarladan', 'dah', 'dai', 'saur', 'masana', 'harkar', 'retweet']",positive,1,"allah(5.0), ya(4.0), dah(-3.0), dah(-3.0)"
"['sempena', 'bitcoin', 'giveaway', 'rm', 'orang', 'retweet', 'amp', 'reply', 'nak', 'pakai', 'sure', 'baca', 'habis', 'dapat', 'nih']",positive,1,"reply(2.0), baca(3.0), habis(3.0), dapat(2.0)"
"['vs', 'isaacmiller', 'kali', 'kapai', 'aye', 'kenal', 'bitcoin']",positive,1,kenal(3.0)
"['bayar', 'depo', 'civic', 'beli', 'bitcoin', 'sia', 'sia', 'tabung']",negative,-1,"bayar(1.0), beli(2.0), sia(-5.0), sia(-5.0), tabung(3.0)"
"['sirius', 'celebrates']",negative,-1,
"['gm', 'gm']",negative,-1,
"['beli', 'ganja', 'pakai', 'bitcoin', 'bitcoin', 'kilo']",positive,1,beli(2.0)
"['psiteshio', 'hii', 'nchi', 'sema', 'tuh', 'wasomi', 'wa', 'nchi', 'yetu', 'walio', 'katika', 'ngaz', 'juu', 'wameshindwa', 'kuutegua', 'mtego', 'ilibd', 'taifa', 'kama', 'taifa', 'liwe', 'limetenga', 'kias', 'cha', 'fedha', 'katika', 'kununua', 'bitcoin', 'nya', 'sarafu', 'zibgne', 'ambazo', 'strong', 'leo', 'hii', 'kama', 'serikal', 'ingenunua', 'bitcoin', 'miaka', 'miwil', 'iliyopita', 'tungekua', 'mbl']",positive,1,"hii(3.0), kias(4.0), hii(3.0)"
"['mzigo', 'wa', 'bitcoin', 'wa', 'rais', 'wa', 'el', 'salvador', 'nih', 'muda', 'wa', 'kumshauri', 'samia', 'vizuri', 'mambo', 'yanawezekana']",negative,-1,"rais(3.0), el(-3.0), muda(-2.0)"
"['farashin', 'bitcoin', 'ya', 'zarce', 'dala', 'karon', 'farko', 'arin', 'bayan']",positive,1,ya(4.0)
"['update', 'analisa', 'chatgpt', 'bitcoin', 'analisa', 'chatgpt', 'diam', 'euforia', 'perhati', 'money', 'management', 'anda', 'koreksi', 'koreksi', 'wajar', 'koreksi', 'chatgpt']",negative,-1,"diam(1.0), anda(-4.0), wajar(3.0)"
"['target', 'achieved', 'alhamdulillah']",positive,1,alhamdulillah(5.0)
"['nih', 'harga', 'btc', 'brader', 'faiz', 'wahab', 'invest', 'rm', 'kat', 'btc', 'nih', 'nilai', 'rm', 'sembang', 'nih', 'bitcoin', 'rm', 'juta', 'jom', 'sambung', 'minum', 'kopi']",positive,1,"harga(3.0), nilai(5.0), juta(2.0), sambung(-3.0), minum(-3.0)"
"['sarafu', 'ya', 'bitcoin', 'imeongezeka', 'thamani', 'kufikia', 'dola', 'kwa', 'mara', 'ya', 'kwanza', 'ikichochewa', 'nya', 'uamuzi', 'wa', 'rais', 'mteule', 'wa', 'marekani', 'donald', 'trump', 'kuteua', 'mtetezi', 'wa', 'sarafu', 'fiche', 'cryptocurrency', 'kuongoza', 'udhibiti', 'wa', 'dhamana', 'nchi', 'hiyo', 'sarafu', 'ya', 'crypto', 'maarufu', 'duniani']",positive,1,"ya(4.0), mara(-4.0), ya(4.0), rais(3.0), ya(4.0)"
"['bitcoin', 'madafakas', 'kwakdotlol', 'kwak']",negative,-1,
"['hotradero', 'asumsi', 'twit', 'muncul', 'telat', 'serok', 'kecepetan', 'jual', 'bitcoin', 'harga', 'twit', 'lumrah', 'bitcoin', 'peak', 'juta', 'twit', 'muncul']",negative,-1,"asumsi(-3.0), muncul(1.0), telat(-5.0), jual(1.0), harga(3.0), juta(2.0), muncul(1.0)"
"['bitcoin', 'created', 'experiment', 'alchemy', 'misi', 'convert', 'besi', 'emas', 'kurun', 'cuba', 'jadi', 'besi', 'buruk', 'nila', 'emas', 'cipta', 'hadron', 'collider', 'jaya', 'expensive', 'bitcoin', 'best', 'banget', 'create', 'gold']",positive,1,"jadi(1.0), buruk(-5.0), nila(2.0), jaya(4.0), banget(1.0)"
"['die', 'crv', 'ecobonus', 'bitcoin']",negative,-1,die(-4.0)
"['hotradero', 'terpompom', 'bitcoin', 'bitcoin', 'harga', 'usd', 'enggak tau', 'jerumus', 'orang', 'tolol', 'bitcoin', 'usd', 'betapa', 'tolol', 'tolong']",negative,-1,"harga(3.0), tolol(-5.0), betapa(4.0), tolol(-5.0), tolong(3.0)"
"['mana', 'letak', 'spekulasi', 'bitcoin', 'banding', 'reksadana', 'aman']",positive,1,banding(3.0)
"['twit', 'bu', 'kadar']",positive,1,kadar(5.0)
"['persis', 'ultah', 'bitcoin', 'turun', 'juta', 'juta', 'china', 'larang', 'bitcoin', 'ulang', 'btc', 'gerak', 'spesial', 'tembus', 'btc', 'raya', 'giveaway', 'total', 'juta', 'orang', 'follow', 'akun', 'kali', 'reply', 'amp', 'retweet']",positive,1,"turun(1.0), juta(2.0), juta(2.0), larang(-3.0), spesial(4.0), tembus(3.0), juta(2.0), reply(2.0)"
"['btc', 'usdt', 'bitcoin', 'geldi']",negative,-1,
"['kah', 'bilang', 'bitcoin', 'scam']",negative,-1,
"['btc', 'usd']",negative,-1,
"['alas', 'bitcoin', 'koin', 'kripto', 'instrumen', 'mata', 'besar', 'media', 'sosial', 'instrumen', 'investasi', 'ratus', 'kembang', 'luas', 'media', 'sosial', 'kripto', 'butuh', 'media', 'sosial']",positive,1,"mata(-2.0), besar(4.0), sosial(4.0), kembang(3.0), luas(3.0), sosial(4.0), butuh(-5.0), sosial(4.0)"
"['lawrencegs', 'haha', 'terima kasih', 'bro', 'law', 'traktir', 'bitcoin', 'langsung', 'yay', 'tembus']",positive,1,"terima kasih(5.0), langsung(3.0), tembus(3.0)"
"['wajar', 'mahal', 'benda', 'kecil', 'demand', 'benda', 'sayang', 'duit', 'mending', 'beli', 'normal', 'rasional', 'pompom', 'bitcoin', 'cari', 'juta', 'alas', 'orang', 'rasional']",positive,1,"wajar(3.0), mahal(1.0), kecil(-3.0), sayang(3.0), mending(2.0), beli(2.0), normal(1.0), cari(-3.0), juta(2.0)"
"['bitcoin', 'btcusd', 'capai', 'rally', 'overshoot', 'analisis', 'salah', 'barangkali', 'enough', 'enough', 'take', 'profit', 'ah', 'selamat', 'cuan']",positive,1,"capai(4.0), analisis(4.0), salah(-4.0), profit(4.0), selamat(5.0)"
"['jerome', 'powell', 'fed', 'bilang', 'bitcoin', 'lawan', 'emas', 'dollar', 'bitcoin', 'emas', 'digital', 'wanjir', 'btc', 'suasana', 'super', 'duper', 'mega', 'ultimate', 'hyper', 'colossal', 'unstoppable', 'legendary', 'bullrun']",positive,1,"lawan(1.0), suasana(4.0), super(3.0)"
"['assalamu', 'alaikum', 'good', 'morning']",positive,1,"alaikum(2.0), good(5.0)"
"['indeks', 'altcoin', 'lonjak', 'altcoin', 'unggul', 'bitcoin', 'profit', 'hold', 'altcoin']",positive,1,profit(4.0)
"['hot', 'news', 'robert', 'kiyosaki', 'rich', 'dad', 'poor', 'dad', 'prediksi', 'bitcoin', 'anjlok']",negative,-1,"hot(-4.0), poor(-4.0), prediksi(3.0), anjlok(-4.0)"
"['burnout', 'jumpa', 'punca', 'manusia', 'burnout', 'atuk', 'nenek', 'moyang', 'kerja', 'gold', 'kerja', 'paper', 'money', 'terms', 'gold', 'standard', 'bitcoin', 'standard', 'xrp', 'standard', 'kerja', 'less', 'amount', 'gold', 'etc', 'kerja', 'duit']",positive,1,"manusia(3.0), moyang(-4.0), kerja(2.0), kerja(2.0), kerja(2.0), kerja(2.0)"
"['tukisherekea', 'bitcoin', 'kufika', 'nitoe', 'zawadi', 'ya', 'tsh', 'kwa', 'watu', 'au', 'kwa', 'watu']",negative,-1,"ya(4.0), watu(-3.0), watu(-3.0)"
"['bitcoin', 'btc', 'cardano']",negative,-1,
"['bos', 'uliekelea', 'arsenal', 'kichwa', 'mmeshida', 'sih', 'ukujie', 'kiatu', 'yako', 'nya', 'ya', 'mamaaz', 'hapa', 'tsneakerz', 'kwa', 'bei', 'nafuu', 'pay', 'delivery', 'nairobi', 'others', 'dispatch', 'call', 'whatsapp', 'airmax', 'sizes', 'kasih', 'delivery', 'countrywide', 'bitcoin', 'south', 'korea', 'joho']",positive,1,"bos(3.0), ya(4.0), kasih(2.0)"
"['saksi', 'sejarah', 'besar', 'abad']",positive,1,"saksi(1.0), besar(4.0)"
"['bitcoin', 'hasil', 'larang', 'perintah', 'bro', 'putin', 'larang', 'cuy']",negative,-1,"hasil(3.0), larang(-3.0), larang(-3.0)"
"['russia', 'provoked']",negative,-1,
"['lynk', 'kali', 'answer', 'digital', 'gold', 'bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']",negative,-1,
"['tunasubiri', 'bitcoin', 'ifike', 'au', 'mnalala']",negative,-1,
"['akwai', 'yiwuwar', 'farashin', 'yakai', 'zuwa', 'cikin', 'dare', 'dah', 'sassafe', 'idan', 'kom', 'ya', 'taf', 'dai', 'dai']",positive,1,"dah(-3.0), ya(4.0)"
"['btc', 'f', 'test', 'test', 'cc', 'marketwebs']",negative,-1,
['bewegung'],negative,-1,
"['farashin', 'bitcoin', 'yakai', 'dala', 'dubu']",negative,-1,
"['bitcoin', 'mc', 'ca', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump', 'dexs']",negative,-1,
"['bitcoin', 'qmlc', 'bfdvtlrd', 'qy', 'ijnlrtan', 'wchic', 'lwpump']",negative,-1,
"['fat', 'bera', 'thesis', 'realhpos']",negative,-1,
"['lisan', 'al', 'gaib', 'pookarune']",negative,-1,gaib(-5.0)
"['chart', 'micro', 'bitcoin', 'short', 'haut', 'du', 'range', 'h', 'plat', 'kj', 'h', 'plat', 'kj', 'h', 'merci', 'b', 'fx', 'cypressat']",negative,-1,
"['amerika', 'serikat', 'bikin', 'strategic', 'bitcoin', 'reserve', 'tuh', 'personal', 'bitcoin', 'reserve', 'dikit', 'tau']",negative,-1,"dikit(-4.0), tau(-4.0)"
"['bitcoin', 'turun', 'kemarin', 'korea', 'selatan', 'sih']",positive,1,turun(1.0)
"['konteks', 'tau', 'januari', 'herta', 'vs', 'okok', 'februari', 'sih', 'orisinal', 'set', 'backgroundnya', 'mar', 'femboy', 'asli', 'cewek', 'april', 'kelas', 'timo', 'kapai', 'sekolah', 'uang', 'bitcoin', 'mei', 'drama', 'player', 'hok', 'vs', 'pacar', 'nya', 'juni', 'anak', 'esempe', 'dibully', 'ayam', 'kfc']",negative,-1,"tau(-4.0), orisinal(3.0), asli(2.0), kelas(-3.0), sekolah(3.0), drama(-4.0), pacar(2.0), anak(-3.0), dibully(-5.0)"
"['bitcoin', 'nih', 'pakai', 'strategi', 'guys']",positive,1,guys(1.0)
"['bajaj', 'belok', 'suka', 'tjepot']",positive,1,"belok(3.0), suka(3.0)"
"['putin', 'nakamoto']",negative,-1,
"['gm', 'goose', 'gang', 'iykyk', 'keep', 'honkn']",negative,-1,gang(-4.0)
"['presentasi', 'michael', 'saylor', 'pegang', 'saham', 'microsoft', 'strategi', 'bitcoin', 'menit', 'slides']",negative,-1,"presentasi(-3.0), pegang(-2.0)"
"['watan', 'november', 'kawai', 'samu', 'shigowar', 'kudi', 'etf', 'dah', 'dala', 'bilyan', 'b', 'wanda', 'farashin', 'btc', 'ya', 'karu', 'dah', 'kaso', 'kuma', 'farashin', 'sa', 'yakai', 'dah', 'dala', 'dubu']",negative,-1,"dah(-3.0), ya(4.0), karu(-5.0), dah(-3.0), dah(-3.0)"
"['gm', 'bitcoin', 'gang']",negative,-1,gang(-4.0)
"['khawatir', 'coba', 'lihat', 'dxy', 'nya', 'bullrun', 'entar', 'minyak', 'bullrun', 'dxy', 'harga', 'rumah', 'inflasi', 'bullrun', 'dxy', 'minyak', 'tanggal', 'akibat', 'opec', 'bitcoin']",positive,1,"khawatir(1.0), coba(2.0), lihat(3.0), harga(3.0), rumah(3.0), tanggal(-4.0), akibat(1.0)"
"['xrp', 'malam', 'ruang', 'san', 'francisco', 'jed', 'mccaleb', 'tatap', 'layar', 'komputer', 'pikir', 'besae', 'pelopor', 'dunia', 'blockchain', 'cipta', 'mt', 'gox', 'bitcoin', 'bagus', 'apa']",negative,-1,"malam(-1.0), ruang(-3.0), tatap(1.0), pikir(1.0), dunia(1.0), bagus(2.0), apa(-3.0)"
"['iring', 'jalan', 'market', 'crypto', 'amp', 'bitcoin', 'detach', 'kaya', 'omong', 'space', 'bareng', 'coinvestasi', 'bitcoin', 'conference', 'nya', 'market', 'nya', 'regulasi', 'nya', 'prophet', 'nya', 'iris', 'web']",negative,-1,"kaya(2.0), omong(-4.0), bareng(3.0), iris(-4.0)"
"['opencoin', 'tpsjxxbhtz', 'akfyrw', 'uqah', 'aveixqrpvfzddndgghoq', 'xrp']",negative,-1,
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['misskanzaki', 'kurokiryunui', 'fufu', 'himeru', 'investing', 'bitcoin']",negative,-1,
"['akwai', 'rade', 'radin', 'kasar', 'saudiya', 'ta', 'zata', 'siya', 'kuke', 'tunan', 'idan', 'ya', 'zaman', 'gaskiya']",positive,1,"ta(-3.0), ya(4.0)"
['takibetakip'],negative,-1,
"['coba', 'sebutin', 'cagub', 'kader', 'pdip', 'menang', 'provinsi', 'kasih', 'bitcoin']",positive,1,"coba(2.0), menang(4.0), kasih(2.0)"
"['bps', 'digital', 'art', 'kas']",negative,-1,
"['racleishere', 'klaim', 'btc', 'btc', 'nomor', 'king', 'dominasi', 'market', 'ribu', 'shitcoin', 'bitcoin', 'unik', 'aman', 'langka']",negative,-1,"dominasi(3.0), langka(-5.0)"
"['fascist', 'rascm']",negative,-1,
"['menfes', 'bahas', 'bahas', 'bitcoin', 'top', 'signal']",positive,1,"bahas(2.0), bahas(2.0), top(5.0)"
"['dasar', 'uang', 'memecoin', 'altcoin', 'utility', 'btc', 'habis', 'fiat', 'uang', 'ganda', 'uang']",negative,-1,"habis(3.0), ganda(-3.0)"
"['pelabur', 'bijak', 'bayang', 'orang', 'dunia', 'mengunakan', 'bitcoin', 'duit', 'rasmi']",positive,1,"bijak(3.0), bayang(2.0), dunia(1.0)"
"['mcmana', 'nak', 'terima', 'bayar', 'bentuk', 'bitcoin', 'ya']",positive,1,"terima(2.0), bayar(1.0), bentuk(4.0), ya(4.0)"
"['harga', 'saham', 'telkom', 'anjlok', 'harga', 'bitcoin']",positive,1,"harga(3.0), anjlok(-4.0), harga(3.0)"
"['inflasi', 'tarrif', 'kena', 'harga', 'migas', 'otomatis', 'harga', 'barang', 'utang', 'expor', 'mahal', 'utang', 'dxy', 'bitcoin', 'uang']",negative,-1,"kena(-3.0), harga(3.0), otomatis(3.0), harga(3.0), utang(-4.0), mahal(1.0), utang(-4.0)"
"['hehehe', 'hohoho', 'ticker', 'bitcoin']",negative,-1,
"['takibetakip', 'takibetakip', 'takibetakip', 'takibetakip']",negative,-1,
['bruh'],negative,-1,
"['takibetakip', 'takibetakip', 'takibetakip']",negative,-1,
"['bitcoin', 'btc', 'solana', 'sol', 'capai', 'harga', 'tinggi', 'sektor', 'stablecoin', 'cetak', 'rekor', 'ekosistem', 'aset', 'kripto', 'baca', 'lengkap']",positive,1,"capai(4.0), harga(3.0), tinggi(3.0), baca(3.0), lengkap(2.0)"
"['parlemen', 'kanton', 'bern', 'swiss', 'lampu', 'hijau', 'lapor', 'mining', 'bitcoin', 'putus', 'dukung', 'suara', 'banding', 'suara', 'tolak', 'baca', 'lengkap']",positive,1,"parlemen(-3.0), lampu(4.0), hijau(3.0), lapor(2.0), putus(3.0), dukung(4.0), suara(2.0), banding(3.0), suara(2.0), tolak(-4.0), baca(3.0), lengkap(2.0)"
"['happy', 'saturday', 'bite', 'bitcoin', 'dog', 'follow', 'bitecoinsol', 'ca', 'nmk', 'cqjxh', 'ynzj', 'gue', 'yhqejsqtnk', 'sfkogsppump']",positive,1,happy(5.0)
